MAR,SCHL,SEX,RAC1P,WKWN,WKHP,AGEP,WAGP
1,22,2,6,52,40,33,200000
3,18,2,2,52,50,45,0
5,16,1,2,4,8,22,700
2,21,2,1,,,66,0
1,20,2,1,52,40,61,68000
5,22,2,1,52,40,31,71000
4,19,1,1,52,40,54,75000
1,21,2,9,,,40,0
1,16,1,6,52,4,44,75000
5,5,2,9,,,8,
5,,2,9,,,2,
3,20,1,1,52,40,63,71000
1,20,2,1,52,36,45,105000
1,16,1,1,,,49,0
5,20,2,1,,,19,0
5,8,1,1,,,11,
1,21,1,1,52,40,53,72000
1,21,1,1,52,40,53,120000
2,16,2,1,,,79,0
1,21,1,1,52,40,65,17000
1,21,2,1,52,40,57,120000
1,24,1,9,52,40,50,30000
1,21,2,9,,,50,0
5,22,1,9,52,40,24,43000
1,18,1,1,52,98,67,0
1,19,2,9,52,40,69,0
1,22,1,1,52,50,44,200000
1,18,2,1,1,16,43,130
1,17,1,6,52,45,32,30000
5,1,1,6,,,3,
1,24,1,1,52,50,59,75000
1,23,2,1,52,40,56,75000
1,18,1,1,,,78,0
1,16,2,1,,,74,0
1,21,1,1,52,40,31,195000
1,21,2,1,4,40,31,3000
1,19,2,1,,,65,0
1,22,1,1,5,30,67,0
5,21,1,1,,,40,0
1,22,2,6,52,45,28,68000
1,21,1,6,52,50,28,200000
1,21,1,9,,,69,0
1,22,2,9,,,68,0
5,16,1,6,,,20,0
1,19,2,8,52,40,35,59000
1,16,1,8,52,40,36,50000
5,4,1,8,,,7,
5,2,2,8,,,6,
5,19,2,8,52,40,38,31200
1,9,1,8,,,64,0
1,9,2,8,,,61,0
5,7,2,8,,,11,
5,5,1,8,,,9,
2,21,2,1,,,83,0
5,16,2,1,52,40,55,79000
5,16,1,1,1,5,17,4000
1,22,1,6,,,62,0
1,22,2,6,,,58,0
1,19,2,9,,,68,0
1,16,1,9,,,68,0
2,19,1,5,,,71,0
1,16,1,5,,,40,0
1,16,2,1,,,44,0
5,3,2,5,,,7,
5,21,2,1,52,40,34,121000
3,21,2,6,52,50,26,151000
5,22,2,6,,,25,0
5,21,2,6,,,24,0
3,19,1,1,52,40,57,73000
1,22,1,1,52,45,36,80000
1,19,2,1,,,26,0
5,4,1,1,,,7,
5,1,1,1,,,5,
5,1,2,1,,,3,
5,,1,1,,,0,
4,16,2,1,52,40,59,35000
5,16,2,1,52,40,57,30000
3,19,1,1,,,67,0
3,19,2,1,,,60,0
1,18,2,1,,,61,0
1,16,1,9,31,40,52,27000
5,16,2,2,52,40,20,28400
1,20,1,1,52,40,53,85000
1,21,2,1,52,40,43,90000
5,5,1,1,,,8,
1,8,1,9,44,40,60,26000
1,18,1,6,52,50,38,12000
1,22,2,6,35,40,33,40000
5,6,2,6,,,9,
5,2,2,6,,,3,
5,,1,6,,,0,
5,16,2,2,52,40,47,26700
5,16,1,2,,,25,0
5,9,2,2,,,14,
1,21,2,2,52,80,50,100000
5,21,1,2,52,40,38,40000
1,19,2,2,,,70,0
5,,1,8,,,2,
1,21,1,6,52,40,38,128000
1,21,2,9,52,40,37,89000
5,2,2,9,,,6,
5,,2,9,,,2,
1,23,1,1,,,82,0
1,22,2,1,,,75,0
5,12,2,8,44,16,46,0
5,16,1,8,,,32,0
5,15,2,8,,,20,0
5,7,2,8,,,11,
1,20,2,1,,,41,0
1,22,1,1,52,60,47,100000
5,11,2,1,,,14,
5,9,2,1,,,12,
5,7,2,1,,,10,
5,5,2,1,,,8,
5,21,1,1,40,40,36,20400
1,21,2,6,52,50,35,178000
1,20,1,6,43,40,36,43100
5,22,1,6,52,40,27,140000
5,22,2,6,,,26,0
1,21,1,1,52,50,55,80000
1,21,2,1,,,50,0
5,16,2,1,,,23,0
5,13,2,1,,,17,0
5,8,1,1,,,13,
5,16,2,9,52,40,27,20000
5,1,1,9,,,5,
5,1,1,9,,,4,
5,,1,9,,,1,
1,20,2,9,52,6,28,4000
1,16,1,9,52,70,28,72000
5,12,1,9,16,32,50,6000
5,17,2,9,52,50,47,110000
1,12,1,9,,,33,0
5,1,2,9,,,32,0
5,16,1,9,24,40,26,18100
1,22,1,6,52,40,38,200000
1,22,2,6,52,40,38,250000
5,2,1,6,,,4,
5,,2,6,,,1,
1,21,1,1,52,20,66,40000
1,22,2,1,52,40,66,95000
5,18,2,1,,,21,0
5,16,1,9,52,45,21,39000
1,21,1,1,,,84,0
1,19,2,1,,,74,0
5,21,1,1,,,39,0
1,18,1,6,52,40,59,73000
1,16,2,6,24,40,60,16000
3,16,1,9,,,35,0
5,8,2,9,,,11,
5,,2,9,,,2,
5,18,2,1,,,33,0
2,17,1,1,34,40,59,32000
1,19,1,1,52,40,61,77000
1,20,2,1,,,60,0
3,16,2,1,52,16,30,16500
5,16,2,1,,,24,0
5,5,2,1,,,9,
5,4,1,1,,,7,
5,,1,1,,,2,
5,,1,1,,,0,
1,20,1,1,,,66,0
1,18,2,1,,,65,0
2,16,1,1,,,89,0
5,20,1,1,52,50,24,70000
5,16,1,1,52,50,24,70000
1,20,2,1,52,24,58,25000
1,21,1,1,52,70,57,160000
1,19,2,1,52,40,40,90000
1,15,1,1,52,60,40,52000
5,12,1,1,,,17,0
1,19,1,1,3,60,44,30500
1,18,2,1,,,40,0
5,12,2,1,,,15,0
5,11,1,1,,,14,
5,8,2,1,,,12,
5,7,1,1,,,11,
5,7,1,1,,,11,
2,19,2,1,,,76,0
1,21,2,1,,,43,0
1,16,1,9,52,40,44,0
5,3,2,9,,,7,
5,1,1,9,,,5,
5,,1,9,,,2,
1,20,2,8,52,35,52,55000
1,20,1,7,52,40,53,75000
5,21,1,7,1,30,24,3800
5,12,1,7,,,17,0
1,19,2,1,,,26,0
1,21,1,7,52,40,27,57000
5,19,1,1,52,50,25,40000
1,18,2,1,52,40,36,24000
1,15,1,1,50,45,37,40000
3,19,2,1,32,8,32,20000
5,16,1,1,52,42,35,41600
5,3,2,1,,,7,
5,,2,1,,,2,
5,6,1,1,,,10,
5,4,1,1,,,8,
1,21,1,1,52,40,62,93000
1,21,2,6,40,24,60,72000
1,21,2,1,32,40,40,39300
1,14,1,9,52,60,44,80000
5,1,1,1,,,3,
5,19,1,1,30,40,22,21400
1,19,1,1,52,48,32,78000
1,21,2,1,,,31,0
5,5,1,1,,,7,
5,3,1,1,,,5,
5,21,2,1,40,35,26,44000
5,21,2,8,52,45,25,50000
1,16,1,2,52,40,66,33100
1,16,2,6,,,67,0
1,15,2,1,,,21,0
1,16,1,1,5,40,25,3000
5,,2,1,,,0,
5,22,2,9,52,40,35,100000
5,21,1,1,52,50,32,100000
1,16,1,2,52,40,38,42000
1,17,2,2,52,40,32,60000
5,1,1,2,,,3,
5,,1,2,,,0,
3,16,1,7,52,40,54,35600
5,16,1,7,52,40,21,40000
5,20,2,1,52,30,41,25000
1,21,1,8,52,20,31,12000
1,21,2,1,52,40,31,40000
5,2,1,9,,,3,
5,16,2,1,52,40,29,41000
5,16,1,1,52,40,30,50000
1,21,2,1,,,77,0
1,21,1,1,,,74,0
1,22,1,1,52,40,30,130000
1,23,2,1,,,30,0
5,,2,1,,,1,
1,22,1,6,52,40,35,150000
1,22,2,6,52,40,34,125000
5,1,1,6,,,5,
1,21,2,1,,,70,0
1,23,1,1,,,72,0
5,21,2,1,52,35,29,23400
3,20,1,1,,,60,0
2,16,2,1,,,61,0
1,22,2,1,52,40,60,150000
1,22,1,1,,,65,0
1,21,1,1,52,40,44,166000
1,21,2,1,36,40,39,35100
5,3,2,1,,,5,
1,21,2,1,,,77,0
1,22,1,1,,,78,0
5,19,1,1,3,50,32,2000
1,21,1,1,,,67,0
1,19,2,1,,,68,0
1,22,2,1,52,40,31,108000
1,21,1,1,52,38,34,64000
5,21,1,1,52,30,33,52000
1,21,2,1,,,58,0
1,23,1,1,52,50,59,626000
5,21,1,1,4,40,25,3000
5,21,2,1,52,45,23,55000
5,19,1,1,40,40,22,30000
5,21,1,1,32,40,32,36000
1,16,1,1,52,40,36,47000
1,24,2,1,52,65,36,125000
1,18,1,1,,,84,0
1,16,2,1,,,72,0
3,19,2,8,,,46,0
4,18,2,8,52,30,24,5000
5,14,2,8,,,16,0
5,1,2,8,,,3,
5,,1,8,,,1,
1,18,2,3,8,18,60,4400
1,16,1,9,52,40,64,36000
1,20,1,1,52,40,21,45000
1,20,2,1,,,21,0
5,,2,1,,,0,
1,19,2,1,30,40,58,80000
1,16,1,1,40,40,67,30000
1,20,2,1,52,40,44,85000
1,21,1,1,52,40,48,40000
5,3,1,1,,,7,
2,16,2,1,,,89,0
1,22,1,1,52,40,50,178000
1,21,2,1,52,33,47,24000
5,13,1,1,,,17,0
5,11,2,1,,,14,
5,7,1,1,,,10,
3,19,2,1,49,25,56,0
5,12,1,1,,,16,0
1,22,1,2,20,30,79,12000
1,18,2,2,52,40,62,45000
1,16,1,1,,,79,0
1,14,2,1,,,70,0
1,20,2,1,,,83,0
1,21,1,1,,,79,0
2,21,2,3,,,71,0
5,20,2,1,,,34,0
1,22,2,1,52,40,35,83000
1,21,1,1,52,40,39,94000
5,,1,1,,,0,
1,23,1,6,52,40,44,130000
1,21,2,6,40,40,41,181000
1,18,2,6,52,40,45,50000
1,18,1,6,52,40,45,30000
5,20,2,6,,,20,0
5,11,1,6,,,15,0
5,14,2,6,,,19,0
5,13,2,6,,,17,0
1,19,1,6,52,40,36,39000
1,19,2,9,52,50,47,0
5,17,1,2,,,30,0
5,21,1,2,,,25,0
5,16,1,2,,,21,0
5,16,1,2,10,15,18,1200
5,11,2,2,,,15,0
5,7,2,2,,,11,
5,3,2,2,,,7,
3,16,2,3,52,40,32,20800
5,10,1,3,,,13,
5,7,1,3,,,10,
5,4,2,3,,,8,
5,1,2,3,,,4,
2,21,2,1,,,71,0
1,20,2,9,52,40,54,80000
1,22,1,9,52,40,54,150000
1,22,1,9,5,40,42,40000
1,22,2,1,4,40,39,68000
5,7,1,1,,,10,
5,5,2,1,,,8,
5,2,1,1,,,6,
5,1,2,1,,,4,
2,20,2,1,,,77,0
5,17,1,1,,,53,0
1,21,1,1,,,58,0
1,21,2,1,52,45,57,175000
3,19,2,3,37,40,52,12000
5,,2,3,,,2,
1,19,2,1,,,68,0
1,16,1,1,,,70,0
3,20,2,9,,,62,0
2,16,2,1,,,68,0
1,20,2,1,52,50,37,33000
5,6,1,1,,,9,
1,19,1,1,52,60,39,35000
5,21,2,1,,,33,0
3,21,2,1,47,32,35,30000
5,19,2,1,27,22,32,11300
4,17,1,3,52,40,45,32000
1,21,1,1,52,60,60,98000
1,16,2,1,8,25,58,3500
5,21,2,1,52,40,23,42000
3,17,2,3,52,40,50,0
5,17,1,3,52,40,37,35000
1,16,1,3,,,31,0
5,16,2,3,,,20,0
3,21,1,1,52,40,49,50000
3,4,2,1,52,40,58,23400
5,7,2,1,,,10,
1,22,2,1,40,15,38,40000
1,21,1,1,52,40,38,50000
5,3,1,1,,,6,
1,21,1,1,52,40,64,89000
1,18,2,1,52,20,52,19200
5,12,1,1,,,16,0
5,18,2,2,52,40,70,51000
5,17,1,2,,,49,0
5,18,2,2,44,40,43,60000
5,14,2,2,,,18,0
5,2,2,2,,,5,
2,16,2,1,,,93,0
2,17,2,1,,,71,0
1,23,1,1,,,58,0
1,22,2,1,52,42,57,69000
1,21,1,1,52,40,69,0
1,19,2,1,52,10,66,8400
5,22,2,1,52,40,36,52000
1,21,2,1,52,50,36,95000
1,16,1,1,47,40,44,90000
5,3,2,1,,,6,
5,1,2,1,,,4,
1,21,1,1,52,30,67,75000
1,21,2,9,45,30,61,75000
3,16,2,1,,,67,0
1,18,1,1,52,50,26,60000
1,21,2,1,52,40,28,50000
1,16,2,1,10,10,33,6600
5,12,1,9,,,14,
5,6,2,9,,,9,
2,21,2,1,,,83,0
1,19,1,1,44,40,56,40000
1,24,2,1,52,60,59,100000
5,16,1,1,,,29,0
5,20,1,1,52,40,24,23300
5,20,1,1,,,21,0
5,20,2,1,,,23,0
5,15,1,1,,,17,0
1,18,1,1,,,51,0
1,18,2,1,,,45,0
3,22,1,9,40,20,62,0
5,19,1,9,52,50,38,68000
5,16,2,9,52,16,34,12000
5,6,2,9,,,9,
5,5,1,9,,,7,
5,1,2,9,,,4,
4,19,1,1,52,40,41,115000
5,2,2,1,,,5,
1,23,1,1,52,20,63,626000
1,19,2,9,,,59,0
1,21,2,1,52,40,43,104000
1,19,1,1,52,40,44,97000
5,9,1,1,,,13,
5,6,2,1,,,10,
3,19,1,1,52,40,38,4700
5,1,2,1,,,6,
1,22,1,1,52,40,51,113000
1,21,2,1,52,40,52,93000
5,18,1,1,12,40,20,4000
5,19,1,1,52,40,18,15000
1,21,2,6,,,65,0
1,22,1,6,,,72,0
5,21,1,6,,,26,0
1,20,1,1,52,20,64,103000
1,16,2,1,52,20,74,53000
2,20,2,1,52,50,63,50000
5,22,2,1,52,37,37,30000
5,21,1,1,24,40,31,20000
3,18,1,1,52,40,47,52000
1,20,1,8,52,40,57,52000
1,21,2,8,52,40,63,67000
1,21,1,1,,,64,0
1,21,2,1,,,67,0
1,17,2,2,52,36,59,28000
1,19,1,2,52,35,52,27000
5,16,2,2,,,38,0
5,14,1,2,,,17,0
2,18,2,2,,,64,0
5,21,2,2,52,25,23,10000
1,21,2,1,36,10,44,9400
1,21,1,1,52,50,44,76000
5,12,1,1,13,18,16,2600
5,10,2,1,,,14,
5,6,1,1,,,10,
5,22,2,6,52,40,61,55000
5,21,2,6,,,33,0
5,23,2,9,46,50,27,43000
1,18,1,1,,,86,0
1,16,2,1,,,84,0
1,19,1,1,,,70,0
1,19,2,1,,,67,0
1,22,1,1,40,40,56,120000
1,19,2,1,,,51,0
3,19,1,1,,,70,0
1,13,1,6,42,40,47,20000
1,12,2,6,36,15,43,5000
5,11,1,6,,,15,0
5,7,1,6,,,11,
1,23,1,1,52,50,67,626000
1,21,2,1,,,70,0
1,21,1,1,40,50,37,76000
1,20,2,1,52,36,37,43000
5,9,1,1,,,12,
5,3,2,1,,,7,
1,21,1,1,52,60,64,131000
1,21,2,1,52,35,60,31900
1,20,2,1,52,50,64,75000
1,16,1,1,,,68,0
5,18,2,1,52,40,58,78000
3,20,2,1,49,18,39,14000
5,13,1,1,,,16,0
5,11,2,1,,,14,
5,9,1,1,,,12,
5,7,1,1,,,10,
1,21,1,1,52,4,93,3800
1,19,2,1,,,81,0
5,16,1,9,,,19,0
1,20,1,1,52,40,71,76000
1,19,2,2,,,68,0
2,21,2,1,,,93,0
1,24,1,1,8,5,68,45000
1,23,2,1,,,68,0
1,22,2,9,52,30,38,65000
1,21,1,6,52,40,41,150000
5,4,2,9,,,7,
5,2,1,9,,,3,
1,16,1,1,45,40,59,30000
1,16,2,1,52,40,53,52000
5,13,1,1,45,20,17,14000
1,22,1,1,,,38,0
1,23,2,1,52,50,38,290000
5,2,1,1,,,5,
5,,2,1,,,1,
3,17,2,1,,,63,0
1,20,1,1,28,40,43,18900
1,23,1,1,52,40,38,48000
3,20,2,9,15,16,47,1200
5,16,1,9,52,20,27,11500
1,21,1,1,52,36,50,126000
1,21,2,1,48,9,50,15700
5,16,1,1,,,17,0
5,12,2,1,,,15,0
5,21,1,9,49,30,31,22100
5,16,1,1,24,30,40,12000
5,21,1,1,52,40,30,90000
1,24,1,1,52,40,40,100000
1,24,2,1,46,20,42,30000
5,2,2,1,,,4,
1,24,1,6,52,40,33,140000
1,24,2,6,,,33,0
5,1,2,6,,,4,
5,,1,6,,,1,
1,21,2,6,52,20,37,25400
1,22,1,6,52,40,41,200000
5,3,1,6,,,7,
5,19,1,6,52,40,36,56000
1,21,2,1,,,49,0
1,16,1,1,,,56,0
3,21,2,1,,,93,0
1,19,2,1,,,74,0
1,19,1,2,5,45,74,31000
1,23,1,1,,,82,0
1,21,2,1,,,82,0
2,21,1,9,,,93,0
3,21,1,9,,,71,0
1,18,1,1,52,40,37,57000
1,17,2,1,52,38,36,22000
1,18,1,1,45,16,61,13800
1,19,2,1,,,65,0
1,21,1,1,52,50,51,300000
1,22,2,1,30,25,38,0
5,8,2,8,52,50,43,20000
5,16,1,8,52,60,25,40100
5,9,1,8,,,24,0
5,16,1,8,,,19,0
5,8,2,8,,,10,
5,21,1,3,52,40,37,32000
5,19,2,3,52,40,29,30000
3,22,2,1,52,40,43,58000
3,17,1,1,52,38,41,24000
5,20,2,1,52,40,65,38600
1,20,1,1,52,50,42,120000
1,19,2,1,,,32,0
5,,2,1,,,1,
1,22,1,6,,,66,0
1,22,2,6,,,67,0
5,21,1,6,52,40,26,24800
2,16,2,6,,,88,0
1,21,1,1,16,40,66,17000
1,21,2,1,,,64,0
5,21,1,1,,,29,0
1,21,1,9,,,64,0
1,19,2,9,52,35,60,17500
5,16,1,9,52,40,29,42000
5,13,2,9,,,16,0
3,21,2,1,52,40,69,41300
3,19,2,1,,,65,0
3,16,1,1,52,35,54,36000
3,22,2,1,,,81,0
2,16,1,1,,,81,0
1,16,2,1,52,40,24,45000
1,16,1,1,52,40,26,45000
5,21,1,6,52,40,29,120000
1,16,2,9,,,40,0
1,12,1,8,52,40,44,55000
5,14,2,8,,,17,0
5,10,2,8,,,13,
5,15,2,9,52,40,19,20000
5,21,1,1,52,45,49,65000
5,12,1,1,,,14,
5,12,2,1,,,13,
5,1,2,1,,,5,
3,18,1,1,52,50,68,62000
3,21,2,9,52,45,56,84000
5,18,1,6,5,32,27,5000
5,16,2,6,52,40,23,35100
1,21,1,1,52,40,62,0
1,16,2,1,,,60,0
1,20,2,1,,,41,0
1,15,1,1,52,40,42,82000
5,15,1,1,,,20,0
1,24,1,1,,,76,0
1,19,2,1,,,75,0
1,22,1,1,,,86,0
1,18,2,1,,,87,0
5,21,2,1,52,40,35,72000
1,18,1,1,,,73,0
3,16,2,1,52,38,20,28000
1,19,2,1,39,20,41,20000
1,22,1,1,52,40,46,245000
2,1,2,6,,,58,0
1,16,1,6,52,20,28,5400
1,21,1,1,52,60,31,54000
1,21,2,1,52,40,29,79000
5,,2,1,,,0,
1,20,1,1,52,50,33,65000
1,19,2,1,,,30,0
5,4,2,1,,,8,
5,1,1,1,,,4,
5,1,1,1,,,4,
1,1,1,1,52,40,46,35000
1,1,2,1,52,36,33,34000
5,9,2,1,,,12,
5,,2,1,,,0,
5,12,1,3,4,40,40,60000
5,17,2,3,,,35,0
5,12,2,3,,,15,0
5,9,2,3,,,12,
5,4,2,3,,,7,
1,16,2,1,,,72,0
1,18,1,1,,,75,0
3,21,1,1,,,78,0
1,21,1,1,52,20,40,60000
1,22,2,1,52,32,37,40000
5,2,2,1,,,5,
3,16,2,1,52,25,38,6500
5,20,1,1,40,35,27,35000
5,14,2,1,40,40,26,40000
1,21,2,1,4,35,52,1200
1,18,1,1,52,40,52,35000
5,10,1,1,,,18,0
5,13,2,1,,,15,0
3,19,2,1,52,40,61,36900
3,16,1,1,52,40,61,52000
1,16,1,8,48,60,51,120000
1,16,2,8,52,40,51,50000
5,20,2,8,,,23,0
5,16,2,8,49,35,18,18000
5,16,2,1,52,42,21,24000
5,16,1,1,52,40,22,22400
1,22,1,1,52,50,38,150000
1,22,2,1,52,45,37,22000
5,3,1,1,,,5,
5,,1,1,,,2,
1,19,1,1,,,66,0
1,18,2,1,,,64,0
5,19,2,9,52,36,35,45000
3,21,2,1,,,74,0
1,22,2,1,52,65,43,626000
1,22,1,1,52,40,46,626000
5,3,1,1,,,7,
5,1,2,1,,,4,
1,20,1,7,52,40,36,40000
1,20,2,7,52,36,38,72000
1,17,1,7,52,40,63,26000
1,16,2,7,52,40,59,28000
2,16,2,1,,,86,0
1,16,2,1,,,61,0
5,16,1,1,,,42,0
5,21,2,1,52,40,30,20000
5,7,1,1,,,11,
3,19,2,1,,,61,0
1,21,1,1,40,40,29,38000
1,21,2,1,,,29,0
5,,1,1,,,2,
5,,2,1,,,0,
5,17,1,1,52,40,30,7000
1,19,2,1,,,37,0
1,19,1,1,51,40,40,60000
5,5,1,1,,,8,
5,1,2,1,,,6,
1,18,1,1,,,75,0
1,16,2,1,,,75,0
5,20,1,1,52,39,54,30000
5,19,2,1,,,54,0
3,19,2,1,,,74,0
1,19,1,1,,,73,0
1,22,2,1,,,70,0
5,16,1,1,,,29,0
5,17,2,1,,,67,0
5,10,2,9,,,12,
1,22,2,9,52,40,48,100000
1,20,1,9,52,40,45,56000
5,10,1,1,,,13,
5,3,1,1,,,7,
1,21,1,1,52,36,38,28000
1,17,1,1,52,40,39,47000
2,16,2,1,,,68,0
2,18,2,1,52,18,74,16800
5,17,1,1,,,27,0
5,22,1,1,52,50,26,80000
5,21,2,1,52,40,23,45000
5,19,1,1,52,40,27,40000
3,21,2,1,5,35,73,4200
1,21,2,1,,,58,0
1,21,1,1,52,50,61,82000
5,22,2,1,52,45,27,65000
2,21,1,1,,,93,0
1,24,1,6,,,59,0
1,21,2,6,52,50,53,250000
5,20,1,8,52,40,22,35000
2,22,2,1,,,71,0
3,8,2,1,,,93,0
5,21,1,1,52,40,37,182000
1,22,2,1,43,18,67,0
1,19,1,6,52,30,69,0
3,16,1,1,9,20,59,5000
1,18,2,1,,,60,0
1,19,1,1,,,62,0
3,16,2,1,,,61,0
1,19,2,1,52,40,39,32000
1,18,1,1,52,40,39,60000
5,13,1,1,,,16,0
5,16,2,8,52,50,25,0
5,16,1,8,52,50,25,0
1,22,1,1,,,82,0
1,22,2,1,,,71,0
1,20,2,1,,,54,0
1,21,1,1,52,60,56,626000
1,16,2,1,52,30,21,13500
1,18,1,1,52,40,26,60000
3,18,1,1,52,40,65,18000
3,16,2,1,52,40,55,37000
3,19,1,1,52,48,59,116000
5,21,2,1,52,40,32,50000
3,16,1,1,36,40,40,40000
5,6,1,1,,,9,
5,2,2,1,,,5,
5,13,2,1,,,16,0
5,10,1,1,,,13,
1,20,2,9,52,40,46,100000
1,21,1,9,52,30,41,80000
1,20,2,1,,,76,0
1,21,1,1,,,77,0
5,20,1,1,,,52,0
1,21,2,9,36,12,43,8500
1,20,1,1,52,60,43,122000
5,14,2,9,,,18,0
5,12,1,9,,,15,0
5,12,2,9,,,15,0
2,21,1,1,,,88,0
3,20,2,1,6,12,41,500
5,8,1,1,,,12,
5,7,2,1,,,11,
5,5,1,1,,,9,
5,3,1,1,,,7,
3,16,1,1,48,45,35,65000
5,13,1,1,52,40,60,36900
3,17,2,1,52,40,37,50000
1,19,1,1,52,40,62,39000
1,16,2,2,52,36,48,41000
2,18,2,6,,,73,0
1,21,2,9,52,25,25,11900
5,4,2,9,,,7,
1,20,1,1,52,55,26,45000
3,17,2,1,52,40,48,35000
5,16,1,1,52,35,22,30000
5,13,1,1,,,16,0
1,19,2,1,,,49,0
1,18,1,1,52,35,48,70000
5,20,1,1,,,20,0
1,16,1,1,,,77,0
1,16,2,1,,,75,0
5,21,2,1,52,50,27,150000
5,20,1,1,,,36,0
1,21,2,1,36,20,53,40000
1,18,1,1,52,40,59,41000
5,21,2,1,20,50,28,14000
5,18,2,1,52,40,76,42000
3,21,1,1,,,70,0
1,22,2,1,52,40,34,89000
1,21,1,1,48,40,37,38000
3,21,1,1,5,2,73,96000
1,21,2,1,52,40,46,31600
1,19,1,1,52,50,48,56000
5,15,1,1,10,40,17,4900
5,8,1,1,,,12,
1,21,2,1,48,16,61,12000
1,22,1,1,52,45,56,160000
3,19,2,1,,,93,0
3,21,2,1,,,74,0
3,20,2,6,52,40,52,70000
1,21,2,9,52,40,28,73000
1,16,1,1,52,60,25,70000
1,19,2,9,,,60,0
1,16,1,1,52,55,59,47000
1,22,1,1,46,40,60,61000
1,22,2,1,52,50,58,21000
1,22,1,1,33,40,36,16800
3,19,1,5,,,64,0
1,22,1,1,52,50,44,101000
1,20,2,1,52,32,40,36400
5,11,1,1,,,14,
5,9,1,1,,,11,
5,17,1,1,36,45,42,70000
5,20,2,1,52,40,19,85000
1,18,1,1,,,88,0
1,19,2,1,,,88,0
3,16,1,1,48,32,36,54000
1,21,2,6,,,56,0
1,19,1,1,,,59,0
1,21,2,1,5,20,66,20000
1,21,1,8,40,40,71,25600
3,19,1,1,52,40,54,36000
1,22,2,8,8,40,27,4000
1,22,1,8,52,30,28,80000
5,,2,8,,,1,
3,21,2,6,52,40,57,41000
5,21,1,9,24,40,22,19000
5,16,1,9,,,18,0
1,16,2,1,44,16,58,19000
1,16,1,1,,,65,0
1,21,2,1,52,25,58,30000
1,18,1,1,52,36,58,80000
1,21,1,1,52,20,72,5000
1,16,2,1,,,69,0
5,21,2,1,8,4,24,430
5,21,1,1,52,35,23,24000
1,22,1,1,52,15,64,12500
1,20,2,6,52,40,53,50000
1,20,1,1,,,64,0
1,18,2,1,,,62,0
5,18,1,1,,,29,0
5,19,2,1,2,12,28,3100
5,19,1,1,,,25,0
5,1,1,1,,,3,
1,21,1,1,52,40,29,250000
1,19,2,1,,,29,0
5,,2,1,,,1,
1,18,2,6,52,40,49,70000
1,16,1,6,52,40,45,24000
3,21,1,1,20,40,72,25000
1,24,1,8,52,60,46,125000
1,22,2,8,52,60,46,70000
5,12,2,8,,,15,0
2,21,2,8,,,76,0
3,19,1,1,52,42,54,30000
5,8,2,1,,,13,
5,6,2,1,,,10,
5,5,1,1,,,9,
5,3,2,1,,,7,
3,17,2,1,,,41,0
5,,2,1,,,2,
3,16,2,1,,,80,0
1,16,2,1,,,29,0
1,16,1,9,52,60,28,100000
5,6,1,9,,,9,
5,4,1,9,,,7,
1,19,1,6,52,45,47,59000
1,16,2,6,52,33,45,39600
5,12,1,6,,,14,
5,20,2,6,52,30,23,11500
1,22,1,9,52,40,37,95000
1,22,2,1,52,40,38,95000
5,2,2,1,,,6,
2,11,2,1,,,93,0
5,16,2,1,,,21,0
5,15,1,1,52,40,28,66000
5,,2,1,,,1,
5,16,1,1,52,60,23,60000
1,21,2,1,52,36,25,77000
1,21,1,1,52,40,26,86000
2,18,2,1,,,86,0
5,16,1,1,,,64,0
3,19,2,8,,,71,0
1,21,2,1,52,40,42,103000
1,19,1,9,52,40,55,54000
5,13,1,9,,,15,0
1,1,1,1,52,40,47,52000
1,17,2,1,,,47,0
5,11,2,1,,,13,
5,21,2,1,,,83,0
3,20,2,1,52,40,52,62000
5,18,2,1,10,25,20,1600
5,19,2,1,52,36,56,68000
2,16,1,1,52,45,64,150000
5,24,2,1,,,32,0
3,19,1,1,52,45,42,70000
1,20,2,1,,,66,0
1,16,1,1,,,71,0
1,22,1,6,52,40,29,140000
1,21,2,6,,,30,0
1,19,2,1,52,40,28,50000
1,19,1,1,52,50,30,60000
1,17,1,9,52,50,53,150000
1,16,2,9,52,40,54,47000
5,21,1,9,40,40,28,30000
1,19,2,1,52,40,42,60000
1,16,1,1,52,40,42,90000
1,21,2,1,52,40,52,80000
1,21,1,1,52,40,55,147000
5,13,2,1,1,15,17,3000
5,13,1,1,1,10,17,1500
5,23,2,1,52,65,28,85000
1,19,2,1,,,71,0
1,23,1,1,,,77,0
5,20,1,1,50,40,42,77000
1,18,2,1,52,40,53,45500
1,19,1,1,52,40,56,47000
3,16,1,1,4,30,26,15000
1,21,2,1,52,25,39,35000
1,18,1,1,52,50,42,85000
5,3,2,1,,,6,
5,1,2,1,,,4,
5,,2,1,,,1,
5,9,2,1,,,12,
3,18,1,1,,,70,0
5,19,2,1,44,20,21,1900
5,19,1,1,8,25,21,3200
3,18,2,1,,,64,0
3,16,2,1,,,72,0
3,19,1,1,,,76,0
3,19,2,1,52,39,64,89000
1,21,1,1,40,8,66,5200
1,17,1,1,,,61,0
2,19,1,3,,,69,0
1,13,1,1,52,35,62,16600
1,18,2,1,52,40,59,28000
5,6,2,1,,,8,
1,21,1,1,,,68,0
2,16,2,1,,,84,0
1,23,2,1,4,30,52,45000
1,23,1,9,52,40,53,150000
5,14,1,9,1,10,17,800
5,16,1,1,50,45,55,45000
